"date","TA","Pr","WS","WD","QV"
2018-01-11 00:00:00,283.75,100670,7.7,190,0.0176573038887997
2018-01-11 01:00:00,284.25,100640,8.8,190,0.0192084934624317
2018-01-11 02:00:00,284.85,100650,9.8,200,0.0209195287161134
2018-01-11 03:00:00,285.35,100650,11.8,200,0.0218373874825951
2018-01-11 04:00:00,285.95,100640,11.3,210,0.0229892627759864
2018-01-11 05:00:00,286.45,100680,11.3,210,0.0239794694347932
2018-01-11 06:00:00,286.45,100710,8.8,210,0.0249565389773491
2018-01-11 07:00:00,286.45,100700,10.3,200,0.0249590160464649
2018-01-11 08:00:00,286.45,100750,9.3,220,0.0259659025376703
2018-01-11 09:00:00,286.45,100770,8.2,210,0.0259607516088437
2018-01-11 10:00:00,286.45,100760,7.7,210,0.0259633268177806
2018-01-11 11:00:00,286.45,100710,8.2,200,0.0259762105297995
2018-01-11 12:00:00,287.05,100670,9.3,200,0.0282661400761712
2018-01-11 13:00:00,287.05,100640,9.8,190,0.0282745613897647
2018-01-11 14:00:00,286.45,100620,9.8,190,0.0279663256655613
2018-01-11 15:00:00,286.45,100620,6.7,200,0.0279663256655613
2018-01-11 16:00:00,286.45,100620,4.1,220,0.0289028929947218
2018-01-11 17:00:00,286.45,100590,4.1,230,0.0289115086985905
2018-01-11 18:00:00,287.55,100490,6.2,210,0.031762705959525
2018-01-11 19:00:00,287.05,100390,6.7,200,0.0304805468244256
2018-01-11 20:00:00,286.45,100330,6.2,200,0.0289863938531473
2018-01-11 21:00:00,287.55,100280,5.1,210,0.0331069180145327
2018-01-11 22:00:00,285.35,100290,4.6,270,0.0228155151973455
2018-01-11 23:00:00,283.75,100430,5.1,280,0.0190639638765387
2018-01-12 00:00:00,277.05,100670,6.7,290,0.00613544296489152
2018-01-12 01:00:00,274.25,100830,7.2,290,0.00400293786238709
2018-01-12 02:00:00,272.55,100920,6.7,280,0.00289767407199517
2018-01-12 03:00:00,269.85,100990,9.3,290,0.0018102855350968
2018-01-12 04:00:00,269.25,101130,8.8,290,0.00156780902851065
2018-01-12 05:00:00,268.75,101200,8.2,300,0.001370670331529
2018-01-12 06:00:00,268.15,101230,7.2,320,0.00118585278355669
2018-01-12 07:00:00,268.15,101360,5.7,310,0.00118433189858682
2018-01-12 08:00:00,267.55,101370,8.2,330,0.00111604364551595
